path,language,bytes,lines,sha1,primary_module,modules,module_score,overlaps,guessed_role,guess_confidence,guess_reason,notes
scripts/finish_worthy_stubs.sh,shell,3030,81,71ba3f215e4ce9b5e0ad9fb34fd622ac3cb7d6f3,geometry_context,"geometry_context,sar_ripple_glint",2,1,devops_runtime,medium,"role_score=4, next_best=3",
scripts/start_vision_workers.sh,shell,3336,93,d11d95aa28787e822fa909402e8b08d159f9a314,sar_ripple_glint,sar_ripple_glint,1,0,llm_inference_serving,low,"role_score=2, next_best=2",
scripts/run_great_lakes_satellite.sh,shell,5223,134,90d06d1cec7ebee38c3b80c166e615e568f2131c,geometry_context,"geometry_context,sar_ripple_glint",2,1,docs_config,medium,"role_score=4, next_best=3",
scripts/dispatch_satellite_gaps.sh,shell,3670,91,fce714909e27af2d5779d811dd3cf0fd1d53cfb5,geometry_context,"geometry_context,sar_ripple_glint",2,1,orchestration_dispatch,medium,"role_score=5, next_best=4",
scripts/merge_wreck_sources.py,python,5526,171,a0e6579a7f98b6e20628a4da075d4397fcdb6055,geometry_context,"geometry_context,sar_ripple_glint",2,1,docs_config,low,"role_score=3, next_best=2",
scripts/scrape_great_lakes_preserves.py,python,19785,600,fafdbc57d41ffd0a746e2939b659dc235cf68919,geometry_context,"geometry_context,sar_ripple_glint",3,1,docs_config,low,"role_score=3, next_best=2",
scripts/audit_wrecks_db.py,python,5097,146,61f200ef6b7e629e841dbcec672f8e0ab0bbf144,geometry_context,geometry_context,1,0,evaluation_testing,low,"role_score=2, next_best=2",
scripts/restructure_wrecks_db.py,python,9171,279,85b8fec41b4c252b5f6a3f34e3c20e32c81838db,geometry_context,geometry_context,1,0,docs_config,low,"role_score=3, next_best=1",
scripts/cesarops-fleet-mode.sh,shell,2478,85,b004b58473e2d462a89c00b68a45fc56f0547249,geometry_context,"geometry_context,sar_ripple_glint",2,1,devops_runtime,low,"role_score=2, next_best=1",
scripts/cesarops-activity-watch.sh,shell,1263,49,4d4b2899280479a9aae6f5399f97fe2a87320fb4,sar_ripple_glint,sar_ripple_glint,1,0,devops_runtime,low,"role_score=2, next_best=1",
scripts/cesarops-cake-audit-loop.sh,shell,1469,38,0b7401a6e0e2e013c8d3f8f21fe1dbd19d2cd7cd,geometry_context,"geometry_context,sar_ripple_glint",2,1,llm_inference_serving,low,"role_score=3, next_best=3",
scripts/cesarops-intake-sentinel.sh,shell,1291,45,364497b4ced4a8a7de7f7301053b2660c37bbbad,spectral_plume_clarity,"spectral_plume_clarity,sar_ripple_glint",2,1,llm_inference_serving,low,"role_score=2, next_best=2",
scripts/p106_metrics_ingest.sh,shell,715,22,277b787dd08b1875ac4fa6ea0b53418a09589f85,geometry_context,"geometry_context,sar_ripple_glint",2,1,docs_config,low,"role_score=2, next_best=2",
scripts/run_baseline_golden.sh,shell,1537,41,b6afaf9438fe75257921bb7b00586de660bdc7b6,geometry_context,"geometry_context,sar_ripple_glint",2,1,llm_inference_serving,low,"role_score=2, next_best=2",
scripts/install_cake_fleet.sh,shell,4465,122,88d358b0bcfdb8eafc0db06d361fcec337406eb1,geometry_context,"geometry_context,sar_ripple_glint",2,1,devops_runtime,medium,"role_score=4, next_best=2",
scripts/wreck_db_phase2.py,python,11695,358,a7a14bda34bf4ee8b4fce723b0f0c7738ffd1bfb,unclassified,,0,0,data_ingest_etl,low,"role_score=2, next_best=2",
scripts/harvest_chronicling_america.py,python,6704,177,7504038e2336b7151ef4b77d9a4ea20298f00265,unclassified,,0,0,docs_config,low,"role_score=3, next_best=2",
scripts/reestimate_from_historic_news.py,python,9685,287,1739f6797b2baed98cde96d836fa3d0dc5465ddc,geometry_context,"geometry_context,sar_ripple_glint",2,1,docs_config,low,"role_score=2, next_best=1",
scripts/batch_wreck_historic_news.py,python,13677,391,c703b9ae292defbe9db303ee9c6b859e1e298717,sar_ripple_glint,sar_ripple_glint,1,0,orchestration_dispatch,medium,"role_score=4, next_best=3",
scripts/run_wreck_news_batch_c2.sh,shell,888,27,799bbd948af2b5c8748b5b4049bf16296268086e,sar_ripple_glint,sar_ripple_glint,1,0,orchestration_dispatch,low,"role_score=2, next_best=2",
scripts/prep_post_pipeline.sh,shell,1818,56,c519a5d3cb9136c7aa156c0284acd2761611a89c,geometry_context,"geometry_context,sar_ripple_glint",2,1,devops_runtime,low,"role_score=3, next_best=2",
scripts/fleet-job-runner.sh,shell,2644,93,8e9d654867e5a6efbfbcf4954932d87098c1c124,geometry_context,"geometry_context,sar_ripple_glint",2,1,devops_runtime,low,"role_score=3, next_best=2",
scripts/fleet-n8n-dispatch.sh,shell,2061,75,8a54ee18f606adbe536d0c2b3aa0de2aa51763b3,sar_ripple_glint,sar_ripple_glint,1,0,orchestration_dispatch,low,"role_score=3, next_best=2",
scripts/fleet-sync-cesarops2-llm.sh,shell,1304,40,ced643b6ea4bbb8e22e62d1476d7addf3030e0f5,geometry_context,"geometry_context,sar_ripple_glint",2,1,llm_inference_serving,low,"role_score=3, next_best=3",
scripts/prep_n8n_fleet_live.sh,shell,1335,35,06de9c375f3043e44aee681115d2563e44855c05,geometry_context,"geometry_context,sar_ripple_glint",2,1,orchestration_dispatch,medium,"role_score=4, next_best=3",
scripts/start_n8n.sh,shell,894,29,2eabf4f0b73f051babc76f56cc99d2ea3383069d,sar_ripple_glint,sar_ripple_glint,1,0,devops_runtime,low,"role_score=2, next_best=1",
scripts/analyze_sonarsniffer_outputs.py,python,5041,149,6cbd91a0e545a7b3af963e92c841a542e0ab0b80,geometry_context,"geometry_context,thermal_sync",2,1,sonar_analysis,low,"role_score=3, next_best=2",
scripts/build_sonarsniffer_windows.sh,shell,1825,60,06c09db2afdc6927cc3d7b42f9a234b31e6d7c94,geometry_context,geometry_context,1,0,docs_config,low,"role_score=3, next_best=2",
scripts/build_sonarsniffer_bundle_common.sh,shell,938,36,69a0974a3dcf5e41e460bfb35d8229886b720348,unclassified,,0,0,sonar_analysis,low,"role_score=2, next_best=2",
scripts/build_sonarsniffer_linux.sh,shell,1205,44,167ac401d337f1fe801e30e80197c986c0ac5cf3,geometry_context,geometry_context,1,0,sonar_analysis,low,"role_score=3, next_best=3",
scripts/build_sonarsniffer_macos.sh,shell,2750,84,91ef4d43c730f4ea6c2b9ab8f7b93c6e91d296d6,geometry_context,geometry_context,1,0,devops_runtime,low,"role_score=3, next_best=3",
scripts/build_sonarsniffer_all.sh,shell,609,22,f392db0c0f73318d9731ad15313680fa89319e0e,unclassified,,0,0,sonar_analysis,low,"role_score=2, next_best=2",
scripts/e2e_forge_holloway.sh,shell,4387,122,31e095930afea03804d4de6727daba03caa83197,geometry_context,"geometry_context,sar_ripple_glint",2,1,evaluation_testing,medium,"role_score=4, next_best=3",
scripts/deliver_holloway_kmz_p1002.sh,shell,781,16,ca77a566cbe4f62898c357a398c73e3c608c8b59,sar_ripple_glint,sar_ripple_glint,1,0,devops_runtime,low,"role_score=2, next_best=1",
scripts/cake_pull_fleet_models.sh,shell,1430,50,00d3bf81c5a6d4aca37634cbf3bb5631949a7f7c,unclassified,,0,0,llm_inference_serving,low,"role_score=2, next_best=2",
scripts/fleet-route-health.sh,shell,1448,50,3dc36566a7977ceea42243c75cdae35343a9bf0e,sar_ripple_glint,sar_ripple_glint,1,0,web_ui_api,low,"role_score=3, next_best=2",
scripts/n8n-watchdog.sh,shell,499,17,8f7094afa42c8f021879c90b94df51e643d43300,sar_ripple_glint,sar_ripple_glint,1,0,devops_runtime,low,"role_score=2, next_best=1",
scripts/import_n8n_health_workflows.sh,shell,859,25,23bc82fbb20d25a5570fd55f6f05df3c5fcb383e,sar_ripple_glint,sar_ripple_glint,1,0,devops_runtime,low,"role_score=3, next_best=2",
scripts/collect_integrate_and_reference.py,python,12730,388,e5bf84294d69d211385eb7a05a5bbac932d78c09,geometry_context,"geometry_context,sar_ripple_glint",2,1,docs_config,low,"role_score=3, next_best=1",
scripts/p100_dispatch_integrate.sh,shell,2029,56,9ba460dc995275087e0236061e0c850aafe08cb9,sar_ripple_glint,sar_ripple_glint,1,0,orchestration_dispatch,low,"role_score=2, next_best=2",
scripts/p100_dispatch_integrate.py,python,6542,187,7c6613df8ffa82f72aa70679ae44b7195b0e4223,geometry_context,"geometry_context,sar_ripple_glint",3,1,orchestration_dispatch,medium,"role_score=5, next_best=2",
scripts/p100_vulkan_review.sh,shell,1724,59,ed19624e364ae65f4728a9d3f88e0941148a5c6f,sar_ripple_glint,sar_ripple_glint,1,0,devops_runtime,low,"role_score=2, next_best=1",
scripts/p100_stop_cake_download.sh,shell,439,9,1eefb32720441cf98409b2e8b5ce90741ace7a57,sar_ripple_glint,sar_ripple_glint,1,0,data_ingest_etl,low,"role_score=2, next_best=2",
scripts/setup_cesarops2_fr_tailscale.sh,shell,1991,49,fc4b6197352f875e4cc8ed9838560d6e08e95353,sar_ripple_glint,sar_ripple_glint,1,0,devops_runtime,low,"role_score=3, next_best=2",
scripts/patch_cluster_config_cesarops2_fr.sh,shell,1614,42,03d5cf50a4f58fb73073cbd7e6af29d7e1947912,sar_ripple_glint,sar_ripple_glint,1,0,docs_config,low,"role_score=2, next_best=2",
scripts/deploy_configs_to_cesarops2_fr.sh,shell,1193,31,7f173e5e6533fba4a63a7243c28ef31350d22258,sar_ripple_glint,sar_ripple_glint,1,0,devops_runtime,medium,"role_score=5, next_best=2",
scripts/watch_cesarops2_fr_join.sh,shell,960,25,1fde0df41d5f4278ae186cca17a61582c3d588ab,geometry_context,"geometry_context,sar_ripple_glint",2,1,devops_runtime,low,"role_score=3, next_best=2",
scripts/setup_cesarops2_ml350e.sh,shell,2273,60,20a10561eac5459b297d4d7ea552afdf08171aa1,sar_ripple_glint,sar_ripple_glint,1,0,devops_runtime,medium,"role_score=4, next_best=2",
scripts/p100_integrate_dual.sh,shell,1237,32,48cb366e9cfa598407179cc259cb39c3dfcc34ad,sar_ripple_glint,sar_ripple_glint,1,0,devops_runtime,low,"role_score=2, next_best=1",
scripts/cesarops2_coder_rust_dual.sh,shell,4371,143,f3284e2bb384af99a8f983ccfe4af180511898c9,sar_ripple_glint,sar_ripple_glint,1,0,llm_inference_serving,low,"role_score=2, next_best=2",
scripts/cesarops2_qwen36_gemma4_dual.sh,shell,6735,212,459cee0f1c80caa35966a9c7fe0e4dea7637177b,sar_ripple_glint,sar_ripple_glint,1,0,llm_inference_serving,low,"role_score=3, next_best=2",
scripts/forge-routing-switch.sh,shell,3779,117,eaffb86dcd2a06466c7a6a2d9374a054a4768125,geometry_context,"geometry_context,sar_ripple_glint",2,1,docs_config,low,"role_score=3, next_best=2",
scripts/cesarops2-forge-edge.sh,shell,2973,87,c20fc366fd546547e22c32e978f3ddc4a21a1919,sar_ripple_glint,sar_ripple_glint,1,0,docs_config,low,"role_score=3, next_best=2",
scripts/nauti-inferer-c2.sh,shell,2846,85,e705883e2b07c9df8af50fa0f0164c2fcad6fca7,sar_ripple_glint,sar_ripple_glint,1,0,devops_runtime,low,"role_score=2, next_best=1",
scripts/cesarops2-isolate-from-t440.sh,shell,1971,62,09d54631f14eaaee4e8c9b420e1730779a1dc427,sar_ripple_glint,sar_ripple_glint,1,0,devops_runtime,low,"role_score=2, next_best=1",
scripts/cesarops2-free-workers.sh,shell,1446,33,57a72e98456fa00e962f7b8b33215854b9b3fe73,sar_ripple_glint,sar_ripple_glint,1,0,devops_runtime,low,"role_score=2, next_best=1",
scripts/cesarops2-storage-paths.sh,shell,995,25,beceaca608359b82f67e4a15e38d4d660a565b1f,sar_ripple_glint,sar_ripple_glint,1,0,devops_runtime,low,"role_score=2, next_best=1",
scripts/download-deepseek-r1.sh,shell,2858,83,a73045a6700d26f344f3da48785028a151ba4f57,geometry_context,"geometry_context,sar_ripple_glint",2,1,data_ingest_etl,low,"role_score=2, next_best=2",
scripts/cesarops2-mount-check.sh,shell,1886,64,46a58acdf1b5a310dd691ffa93a7b08f4a4ee1fe,sar_ripple_glint,sar_ripple_glint,1,0,evaluation_testing,low,"role_score=3, next_best=2",
scripts/cesarops2-disk-cleanup.sh,shell,2337,68,30c93d75f934842bd8070c59a7b6905b72865aea,sar_ripple_glint,sar_ripple_glint,1,0,docs_config,low,"role_score=2, next_best=2",
scripts/p100_gemma_r1_dual.sh,shell,3444,109,1940f99d0c782cc47d701b6e7eb2ec0f35eac9b0,sar_ripple_glint,sar_ripple_glint,1,0,llm_inference_serving,low,"role_score=2, next_best=2",
scripts/forge_apply_p100_gemma_r1.sh,shell,1438,33,646fab8164ab88d0c0b162a2636f339ddc735640,sar_ripple_glint,sar_ripple_glint,1,0,devops_runtime,low,"role_score=3, next_best=2",
scripts/forge_watch_run.sh,shell,1463,47,89b4741701ca7941007306672028b53d5ba159cf,unclassified,,0,0,docs_config,low,"role_score=2, next_best=2",
scripts/cesarops2_triple_gpu_llama.sh,shell,4881,134,40d806360170661cfa0ffab1346e68d02dd03707,sar_ripple_glint,sar_ripple_glint,1,0,devops_runtime,low,"role_score=2, next_best=1",
scripts/forge_apply_cesarops_geo.sh,shell,1832,44,f22a8889b90586177881389a2cc83bfd86ad433d,sar_ripple_glint,sar_ripple_glint,1,0,docs_config,low,"role_score=2, next_best=2",
scripts/forge_overnight_watch.sh,shell,10125,270,934402415a854fa6a69fb460c6b0f9c8854dee3f,geometry_context,"geometry_context,sar_ripple_glint",2,1,devops_runtime,low,"role_score=3, next_best=2",
scripts/bench_2060_watchdog_models.py,python,7584,235,24fd409620333e3da5f526cb984150b8ad8284e3,geometry_context,"geometry_context,sar_ripple_glint",2,1,llm_inference_serving,medium,"role_score=5, next_best=3",
scripts/prompt_tuner_worker.py,python,13851,379,930df82e11ad09077663bec11440332849e7ae85,geometry_context,"geometry_context,spectral_plume_clarity,sar_ripple_glint,thermal_sync",4,3,orchestration_dispatch,medium,"role_score=4, next_best=3",
scripts/cesarops2_qwen14b_coder.sh,shell,4117,131,7fc3d76a8b0e1b009282493c5a55be64077e9ab8,sar_ripple_glint,sar_ripple_glint,1,0,llm_inference_serving,low,"role_score=2, next_best=2",
scripts/production_satellite_downloader.py,python,13364,414,fc1a0752a1046f9cd291188afb0fb58ca904775d,geometry_context,"geometry_context,spectral_plume_clarity,sar_ripple_glint,thermal_sync,altimetry_displacement",10,4,data_ingest_etl,low,"role_score=3, next_best=3",
scripts/lake_mi_multisensor_package.py,python,481,20,3c2d682167deab5c4643c58b21d05655cd20c22a,unclassified,,0,0,data_ingest_etl,low,"role_score=1, next_best=1",
scripts/blueprint_audit_dispatch.py,python,11305,410,1325fd30c84d9ef0c07b7fef813ea72c6a04660e,spectral_plume_clarity,"spectral_plume_clarity,geometry_context,altimetry_displacement,sar_ripple_glint,thermal_sync",43,4,orchestration_dispatch,high,"role_score=9, next_best=8",
scripts/cake/fleet-env.sh,shell,3410,82,fbe197e99b8fbb0c07d5fb456b03719e4e85818d,sar_ripple_glint,sar_ripple_glint,1,0,llm_inference_serving,low,"role_score=2, next_best=2",
scripts/cake/start-fleet-cluster.sh,shell,3147,83,f179318de4ffd9f157a0789f0ba0e81b4f13d9b4,sar_ripple_glint,sar_ripple_glint,1,0,docs_config,low,"role_score=2, next_best=2",
scripts/cake/stop-fleet-cluster.sh,shell,1256,34,db4bd8f3df35b982f1d2d480f411dd19907a8fb5,sar_ripple_glint,sar_ripple_glint,1,0,devops_runtime,low,"role_score=2, next_best=1",
scripts/cake/start-worker-local.sh,shell,848,25,905582900b44a05e648d5b0edab5d6cef91cf47b,sar_ripple_glint,sar_ripple_glint,1,0,devops_runtime,low,"role_score=2, next_best=1",
scripts/cake/start-fleet-70b-no-p100.sh,shell,2934,75,b5f0173bd8677556956d17d6b4e5ec131975b359,sar_ripple_glint,sar_ripple_glint,1,0,devops_runtime,low,"role_score=2, next_best=1",
scripts/cake/start-cake-pool.sh,shell,606,17,b51bffc45e799ab0ccea064da6ddc1231122c356,unclassified,,0,0,devops_runtime,low,"role_score=2, next_best=1",
scripts/cake/run-qwen72b-inference-fix.sh,shell,3466,108,1b1fa7177a373d3a9d5095b89a8dbdd0aab72b44,geometry_context,"geometry_context,sar_ripple_glint",2,1,llm_inference_serving,medium,"role_score=5, next_best=2",
scripts/cake/install_cake_p100.sh,shell,1057,20,15b9cea3168c8aaadf0c07161f0b031029d80259,sar_ripple_glint,sar_ripple_glint,1,0,devops_runtime,low,"role_score=2, next_best=1",
scripts/cake/launch_laptop_m2200_cake_worker.sh,shell,1346,28,4524638cfaf561fc839d836b47d4a9c21c8dc12f,sar_ripple_glint,sar_ripple_glint,1,0,llm_inference_serving,low,"role_score=3, next_best=2",
scripts/cake/start-fleet-hetero-70b.sh,shell,5254,128,ffd4768ab1c848dc906066854af64e5a3035a6d3,geometry_context,"geometry_context,sar_ripple_glint",2,1,devops_runtime,low,"role_score=2, next_best=1",
scripts/cake/monitor-70b-live.sh,shell,2434,69,e3ba91aa48ce4553979e8df855fae98c1ab4cc20,geometry_context,"geometry_context,sar_ripple_glint",2,1,docs_config,low,"role_score=2, next_best=2",
scripts/cake/run-70b-task-live.sh,shell,2781,80,eacec96256d1da9f90a740b312ebc20d03ac508c,geometry_context,"geometry_context,sar_ripple_glint",2,1,llm_inference_serving,medium,"role_score=4, next_best=2",
scripts/cake/prep-c2-hetero-workers.sh,shell,3476,108,3e03563e2932ef378caed31d5966f51b123b3d76,geometry_context,"geometry_context,sar_ripple_glint",2,1,data_ingest_etl,low,"role_score=2, next_best=2",
scripts/cake/prep-t440-70b.sh,shell,2671,70,8e58af730d85edbd288d9e5f73ba4834518f2db0,sar_ripple_glint,sar_ripple_glint,1,0,devops_runtime,low,"role_score=2, next_best=1",
scripts/cake/start-master-when-c2-ready.sh,shell,2455,73,d67b9e06f83986a9bf1399c91673fe2110a3edc8,geometry_context,"geometry_context,sar_ripple_glint",2,1,devops_runtime,low,"role_score=2, next_best=1",
scripts/cake/status-70b-fleet.sh,shell,1158,34,e34f84350e2c9fc40449e5764b89e5f3effa4be5,sar_ripple_glint,sar_ripple_glint,1,0,devops_runtime,low,"role_score=2, next_best=1",
scripts/cake/install_cake_for_cap.sh,shell,1872,43,ba0ee96c63a04281cfa1d0ef78995bc3f2e60943,sar_ripple_glint,sar_ripple_glint,1,0,docs_config,low,"role_score=2, next_best=2",
scripts/cake/install_cake_pascal_fleet.sh,shell,1328,41,87c6aa55bb05c1c3d1f4acdc2a91f3d2ba5b5eeb,sar_ripple_glint,sar_ripple_glint,1,0,devops_runtime,low,"role_score=2, next_best=1",
scripts/cake/launch-fleet-after-pascal-build.sh,shell,1789,54,38f2996a66793674b5d6bc49a1258e392694b283,geometry_context,"geometry_context,sar_ripple_glint",2,1,devops_runtime,low,"role_score=2, next_best=1",
scripts/cake/install_cake_fleet.sh,shell,4284,119,3e51138ddc1dc7f7de2cb9d8257fdbdf01ec3a92,geometry_context,"geometry_context,sar_ripple_glint",2,1,devops_runtime,medium,"role_score=4, next_best=2",
scripts/cake/install_cake_sm75_c2.sh,shell,974,21,0b6293de6fe945a2cb719a8219965f74e5d7ccc9,sar_ripple_glint,sar_ripple_glint,1,0,devops_runtime,low,"role_score=2, next_best=1",
scripts/cake/patch_candle_kernels_pascal.sh,shell,5795,166,ddd9b8077c7daf3a1d615b62a88cbea66f4b5b03,unclassified,,0,0,docs_config,low,"role_score=2, next_best=2",
scripts/cake/start-cake-c2-hybrid.sh,shell,7337,192,c8b802e839d00f2db73ac27360abc1f08d613d07,sar_ripple_glint,sar_ripple_glint,1,0,llm_inference_serving,low,"role_score=3, next_best=2",
